project,method,algorithm,batch_size,builds_reqd,total_delay
open-build-service.csv,sbs,BATCHBISECT,16,2.1459227467811200,2052
open-build-service.csv,sbs,BATCHBISECT,32,2.1459227467811200,2052
gradle.csv,sbs,BATCHBISECT,1,1.0771992818671500,972
gradle.csv,sbs,BATCHBISECT,2,1.0771992818671500,972
gradle.csv,sbs,BATCHBISECT,4,1.0771992818671500,972
gradle.csv,sbs,BATCHBISECT,8,1.0771992818671500,972
gradle.csv,sbs,BATCHBISECT,16,1.0771992818671500,972
gradle.csv,sbs,BATCHBISECT,32,1.0771992818671500,972
sonarqube.csv,sbs,BATCHBISECT,1,0.6666666666666670,1933
sonarqube.csv,sbs,BATCHBISECT,2,0.6666666666666670,1933
sonarqube.csv,sbs,BATCHBISECT,4,0.6666666666666670,1933
sonarqube.csv,sbs,BATCHBISECT,8,0.6666666666666670,1933
sonarqube.csv,sbs,BATCHBISECT,16,0.6666666666666670,1933
sonarqube.csv,sbs,BATCHBISECT,32,0.6666666666666670,1933
loomio.csv,sbs,BATCHBISECT,1,6.829268292682930,386
loomio.csv,sbs,BATCHBISECT,2,6.829268292682930,386
loomio.csv,sbs,BATCHBISECT,4,6.829268292682930,386
loomio.csv,sbs,BATCHBISECT,8,6.829268292682930,386
loomio.csv,sbs,BATCHBISECT,16,6.829268292682930,386
loomio.csv,sbs,BATCHBISECT,32,6.829268292682930,386
fog.csv,sbs,BATCHBISECT,1,2.849002849002850,2213
fog.csv,sbs,BATCHBISECT,2,2.849002849002850,2213
fog.csv,sbs,BATCHBISECT,4,2.849002849002850,2213
fog.csv,sbs,BATCHBISECT,8,2.849002849002850,2213
fog.csv,sbs,BATCHBISECT,16,2.849002849002850,2213
fog.csv,sbs,BATCHBISECT,32,2.849002849002850,2213
puppet.csv,sbs,BATCHBISECT,1,0.0,72
puppet.csv,sbs,BATCHBISECT,2,0.0,72
puppet.csv,sbs,BATCHBISECT,4,0.0,72
puppet.csv,sbs,BATCHBISECT,8,0.0,72
puppet.csv,sbs,BATCHBISECT,16,0.0,72
puppet.csv,sbs,BATCHBISECT,32,0.0,72
concerto.csv,sbs,BATCHBISECT,1,0.3448275862068970,1575
concerto.csv,sbs,BATCHBISECT,2,0.3448275862068970,1575
concerto.csv,sbs,BATCHBISECT,4,0.3448275862068970,1575
concerto.csv,sbs,BATCHBISECT,8,0.3448275862068970,1575
concerto.csv,sbs,BATCHBISECT,16,0.3448275862068970,1575
concerto.csv,sbs,BATCHBISECT,32,0.3448275862068970,1575
sufia.csv,sbs,BATCHBISECT,1,0.0,5
sufia.csv,sbs,BATCHBISECT,2,0.0,5
sufia.csv,sbs,BATCHBISECT,4,0.0,5
sufia.csv,sbs,BATCHBISECT,8,0.0,5
sufia.csv,sbs,BATCHBISECT,16,0.0,5
sufia.csv,sbs,BATCHBISECT,32,0.0,5
geoserver.csv,sbs,BATCHBISECT,1,6.5476190476190500,633
geoserver.csv,sbs,BATCHBISECT,2,6.5476190476190500,633
geoserver.csv,sbs,BATCHBISECT,4,6.5476190476190500,633
geoserver.csv,sbs,BATCHBISECT,8,6.5476190476190500,633
geoserver.csv,sbs,BATCHBISECT,16,6.5476190476190500,633
geoserver.csv,sbs,BATCHBISECT,32,6.5476190476190500,633
orbeon-forms.csv,sbs,BATCHBISECT,1,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCHBISECT,2,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCHBISECT,4,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCHBISECT,8,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCHBISECT,16,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCHBISECT,32,2.1459227467811200,629
graylog2-server.csv,sbs,BATCHBISECT,1,0.49875311720698300,464
graylog2-server.csv,sbs,BATCHBISECT,2,0.49875311720698300,464
graylog2-server.csv,sbs,BATCHBISECT,4,0.49875311720698300,464
graylog2-server.csv,sbs,BATCHBISECT,8,0.49875311720698300,464
graylog2-server.csv,sbs,BATCHBISECT,16,0.49875311720698300,464
graylog2-server.csv,sbs,BATCHBISECT,32,0.49875311720698300,464
rails.csv,sbs,BATCH4,1,1.9634394041977000,6576
rails.csv,sbs,BATCH4,2,1.9634394041977000,6576
rails.csv,sbs,BATCH4,4,1.9634394041977000,6576
rails.csv,sbs,BATCH4,8,1.9634394041977000,6576
rails.csv,sbs,BATCH4,16,1.9634394041977000,6576
rails.csv,sbs,BATCH4,32,1.9634394041977000,6576
jruby.csv,sbs,BATCH4,1,6.295399515738500,1609
jruby.csv,sbs,BATCH4,2,6.295399515738500,1609
jruby.csv,sbs,BATCH4,4,6.295399515738500,1609
jruby.csv,sbs,BATCH4,8,6.295399515738500,1609
jruby.csv,sbs,BATCH4,16,6.295399515738500,1609
jruby.csv,sbs,BATCH4,32,6.295399515738500,1609
metasploit-framework.csv,sbs,BATCH4,1,0.5188067444876780,3217
metasploit-framework.csv,sbs,BATCH4,2,0.5188067444876780,3217
metasploit-framework.csv,sbs,BATCH4,4,0.5188067444876780,3217
metasploit-framework.csv,sbs,BATCH4,8,0.5188067444876780,3217
metasploit-framework.csv,sbs,BATCH4,16,0.5188067444876780,3217
metasploit-framework.csv,sbs,BATCH4,32,0.5188067444876780,3217
heroku.csv,sbs,BATCH4,1,0.0,117
heroku.csv,sbs,BATCH4,2,0.0,117
heroku.csv,sbs,BATCH4,4,0.0,117
heroku.csv,sbs,BATCH4,8,0.0,117
heroku.csv,sbs,BATCH4,16,0.0,117
heroku.csv,sbs,BATCH4,32,0.0,117
vagrant.csv,sbs,BATCH4,1,0.0,932
vagrant.csv,sbs,BATCH4,2,0.0,932
vagrant.csv,sbs,BATCH4,4,0.0,932
vagrant.csv,sbs,BATCH4,8,0.0,932
vagrant.csv,sbs,BATCH4,16,0.0,932
vagrant.csv,sbs,BATCH4,32,0.0,932
opal.csv,sbs,BATCH4,1,1.7857142857142900,346
opal.csv,sbs,BATCH4,2,1.7857142857142900,346
opal.csv,sbs,BATCH4,4,1.7857142857142900,346
opal.csv,sbs,BATCH4,8,1.7857142857142900,346
opal.csv,sbs,BATCH4,16,1.7857142857142900,346
opal.csv,sbs,BATCH4,32,1.7857142857142900,346
cloudify.csv,sbs,BATCH4,1,0.4098360655737710,3006
cloudify.csv,sbs,BATCH4,2,0.4098360655737710,3006
cloudify.csv,sbs,BATCH4,4,0.4098360655737710,3006
cloudify.csv,sbs,BATCH4,8,0.4098360655737710,3006
cloudify.csv,sbs,BATCH4,16,0.4098360655737710,3006
cloudify.csv,sbs,BATCH4,32,0.4098360655737710,3006
cloud_controller_ng.csv,sbs,BATCH4,1,4.3478260869565200,1234
cloud_controller_ng.csv,sbs,BATCH4,2,4.3478260869565200,1234
cloud_controller_ng.csv,sbs,BATCH4,4,4.3478260869565200,1234
cloud_controller_ng.csv,sbs,BATCH4,8,4.3478260869565200,1234
cloud_controller_ng.csv,sbs,BATCH4,16,4.3478260869565200,1234
cloud_controller_ng.csv,sbs,BATCH4,32,4.3478260869565200,1234
rubinius.csv,sbs,BATCH4,1,12.272727272727300,475
rubinius.csv,sbs,BATCH4,2,12.272727272727300,475
rubinius.csv,sbs,BATCH4,4,12.272727272727300,475
rubinius.csv,sbs,BATCH4,8,12.272727272727300,475
rubinius.csv,sbs,BATCH4,16,12.272727272727300,475
rubinius.csv,sbs,BATCH4,32,12.272727272727300,475
open-build-service.csv,sbs,BATCH4,1,2.1459227467811200,2052
open-build-service.csv,sbs,BATCH4,2,2.1459227467811200,2052
open-build-service.csv,sbs,BATCH4,4,2.1459227467811200,2052
open-build-service.csv,sbs,BATCH4,8,2.1459227467811200,2052
open-build-service.csv,sbs,BATCH4,16,2.1459227467811200,2052
open-build-service.csv,sbs,BATCH4,32,2.1459227467811200,2052
gradle.csv,sbs,BATCH4,1,1.0771992818671500,972
gradle.csv,sbs,BATCH4,2,1.0771992818671500,972
gradle.csv,sbs,BATCH4,4,1.0771992818671500,972
gradle.csv,sbs,BATCH4,8,1.0771992818671500,972
gradle.csv,sbs,BATCH4,16,1.0771992818671500,972
gradle.csv,sbs,BATCH4,32,1.0771992818671500,972
sonarqube.csv,sbs,BATCH4,1,0.6666666666666670,1933
sonarqube.csv,sbs,BATCH4,2,0.6666666666666670,1933
sonarqube.csv,sbs,BATCH4,4,0.6666666666666670,1933
sonarqube.csv,sbs,BATCH4,8,0.6666666666666670,1933
sonarqube.csv,sbs,BATCH4,16,0.6666666666666670,1933
sonarqube.csv,sbs,BATCH4,32,0.6666666666666670,1933
loomio.csv,sbs,BATCH4,1,6.829268292682930,386
loomio.csv,sbs,BATCH4,2,6.829268292682930,386
loomio.csv,sbs,BATCH4,4,6.829268292682930,386
loomio.csv,sbs,BATCH4,8,6.829268292682930,386
loomio.csv,sbs,BATCH4,16,6.829268292682930,386
loomio.csv,sbs,BATCH4,32,6.829268292682930,386
fog.csv,sbs,BATCH4,1,2.849002849002850,2213
fog.csv,sbs,BATCH4,2,2.849002849002850,2213
fog.csv,sbs,BATCH4,4,2.849002849002850,2213
fog.csv,sbs,BATCH4,8,2.849002849002850,2213
fog.csv,sbs,BATCH4,16,2.849002849002850,2213
fog.csv,sbs,BATCH4,32,2.849002849002850,2213
puppet.csv,sbs,BATCH4,1,0.0,72
puppet.csv,sbs,BATCH4,2,0.0,72
puppet.csv,sbs,BATCH4,4,0.0,72
puppet.csv,sbs,BATCH4,8,0.0,72
puppet.csv,sbs,BATCH4,16,0.0,72
puppet.csv,sbs,BATCH4,32,0.0,72
concerto.csv,sbs,BATCH4,1,0.3448275862068970,1575
concerto.csv,sbs,BATCH4,2,0.3448275862068970,1575
concerto.csv,sbs,BATCH4,4,0.3448275862068970,1575
concerto.csv,sbs,BATCH4,8,0.3448275862068970,1575
concerto.csv,sbs,BATCH4,16,0.3448275862068970,1575
concerto.csv,sbs,BATCH4,32,0.3448275862068970,1575
sufia.csv,sbs,BATCH4,1,0.0,5
sufia.csv,sbs,BATCH4,2,0.0,5
sufia.csv,sbs,BATCH4,4,0.0,5
sufia.csv,sbs,BATCH4,8,0.0,5
sufia.csv,sbs,BATCH4,16,0.0,5
sufia.csv,sbs,BATCH4,32,0.0,5
geoserver.csv,sbs,BATCH4,1,6.5476190476190500,633
geoserver.csv,sbs,BATCH4,2,6.5476190476190500,633
geoserver.csv,sbs,BATCH4,4,6.5476190476190500,633
geoserver.csv,sbs,BATCH4,8,6.5476190476190500,633
geoserver.csv,sbs,BATCH4,16,6.5476190476190500,633
geoserver.csv,sbs,BATCH4,32,6.5476190476190500,633
orbeon-forms.csv,sbs,BATCH4,1,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCH4,2,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCH4,4,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCH4,8,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCH4,16,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCH4,32,2.1459227467811200,629
graylog2-server.csv,sbs,BATCH4,1,0.49875311720698300,464
graylog2-server.csv,sbs,BATCH4,2,0.49875311720698300,464
graylog2-server.csv,sbs,BATCH4,4,0.49875311720698300,464
graylog2-server.csv,sbs,BATCH4,8,0.49875311720698300,464
graylog2-server.csv,sbs,BATCH4,16,0.49875311720698300,464
graylog2-server.csv,sbs,BATCH4,32,0.49875311720698300,464
rails.csv,sbs,BATCHSTOP4,1,1.9634394041977000,6576
rails.csv,sbs,BATCHSTOP4,2,1.9634394041977000,6576
rails.csv,sbs,BATCHSTOP4,4,1.9634394041977000,6576
rails.csv,sbs,BATCHSTOP4,8,1.9634394041977000,6576
rails.csv,sbs,BATCHSTOP4,16,1.9634394041977000,6576
rails.csv,sbs,BATCHSTOP4,32,1.9634394041977000,6576
jruby.csv,sbs,BATCHSTOP4,1,6.295399515738500,1609
jruby.csv,sbs,BATCHSTOP4,2,6.295399515738500,1609
jruby.csv,sbs,BATCHSTOP4,4,6.295399515738500,1609
jruby.csv,sbs,BATCHSTOP4,8,6.295399515738500,1609
jruby.csv,sbs,BATCHSTOP4,16,6.295399515738500,1609
jruby.csv,sbs,BATCHSTOP4,32,6.295399515738500,1609
metasploit-framework.csv,sbs,BATCHSTOP4,1,0.5188067444876780,3217
metasploit-framework.csv,sbs,BATCHSTOP4,2,0.5188067444876780,3217
metasploit-framework.csv,sbs,BATCHSTOP4,4,0.5188067444876780,3217
metasploit-framework.csv,sbs,BATCHSTOP4,8,0.5188067444876780,3217
metasploit-framework.csv,sbs,BATCHSTOP4,16,0.5188067444876780,3217
metasploit-framework.csv,sbs,BATCHSTOP4,32,0.5188067444876780,3217
heroku.csv,sbs,BATCHSTOP4,1,0.0,117
heroku.csv,sbs,BATCHSTOP4,2,0.0,117
heroku.csv,sbs,BATCHSTOP4,4,0.0,117
heroku.csv,sbs,BATCHSTOP4,8,0.0,117
heroku.csv,sbs,BATCHSTOP4,16,0.0,117
heroku.csv,sbs,BATCHSTOP4,32,0.0,117
vagrant.csv,sbs,BATCHSTOP4,1,0.0,932
vagrant.csv,sbs,BATCHSTOP4,2,0.0,932
vagrant.csv,sbs,BATCHSTOP4,4,0.0,932
vagrant.csv,sbs,BATCHSTOP4,8,0.0,932
vagrant.csv,sbs,BATCHSTOP4,16,0.0,932
vagrant.csv,sbs,BATCHSTOP4,32,0.0,932
opal.csv,sbs,BATCHSTOP4,1,1.7857142857142900,346
opal.csv,sbs,BATCHSTOP4,2,1.7857142857142900,346
opal.csv,sbs,BATCHSTOP4,4,1.7857142857142900,346
opal.csv,sbs,BATCHSTOP4,8,1.7857142857142900,346
opal.csv,sbs,BATCHSTOP4,16,1.7857142857142900,346
opal.csv,sbs,BATCHSTOP4,32,1.7857142857142900,346
cloudify.csv,sbs,BATCHSTOP4,1,0.4098360655737710,3006
cloudify.csv,sbs,BATCHSTOP4,2,0.4098360655737710,3006
cloudify.csv,sbs,BATCHSTOP4,4,0.4098360655737710,3006
cloudify.csv,sbs,BATCHSTOP4,8,0.4098360655737710,3006
cloudify.csv,sbs,BATCHSTOP4,16,0.4098360655737710,3006
cloudify.csv,sbs,BATCHSTOP4,32,0.4098360655737710,3006
cloud_controller_ng.csv,sbs,BATCHSTOP4,1,4.3478260869565200,1234
cloud_controller_ng.csv,sbs,BATCHSTOP4,2,4.3478260869565200,1234
cloud_controller_ng.csv,sbs,BATCHSTOP4,4,4.3478260869565200,1234
cloud_controller_ng.csv,sbs,BATCHSTOP4,8,4.3478260869565200,1234
cloud_controller_ng.csv,sbs,BATCHSTOP4,16,4.3478260869565200,1234
cloud_controller_ng.csv,sbs,BATCHSTOP4,32,4.3478260869565200,1234
rubinius.csv,sbs,BATCHSTOP4,1,12.272727272727300,475
rubinius.csv,sbs,BATCHSTOP4,2,12.272727272727300,475
rubinius.csv,sbs,BATCHSTOP4,4,12.272727272727300,475
rubinius.csv,sbs,BATCHSTOP4,8,12.272727272727300,475
rubinius.csv,sbs,BATCHSTOP4,16,12.272727272727300,475
rubinius.csv,sbs,BATCHSTOP4,32,12.272727272727300,475
open-build-service.csv,sbs,BATCHSTOP4,1,2.1459227467811200,2052
open-build-service.csv,sbs,BATCHSTOP4,2,2.1459227467811200,2052
open-build-service.csv,sbs,BATCHSTOP4,4,2.1459227467811200,2052
open-build-service.csv,sbs,BATCHSTOP4,8,2.1459227467811200,2052
open-build-service.csv,sbs,BATCHSTOP4,16,2.1459227467811200,2052
open-build-service.csv,sbs,BATCHSTOP4,32,2.1459227467811200,2052
gradle.csv,sbs,BATCHSTOP4,1,1.0771992818671500,972
gradle.csv,sbs,BATCHSTOP4,2,1.0771992818671500,972
gradle.csv,sbs,BATCHSTOP4,4,1.0771992818671500,972
gradle.csv,sbs,BATCHSTOP4,8,1.0771992818671500,972
gradle.csv,sbs,BATCHSTOP4,16,1.0771992818671500,972
gradle.csv,sbs,BATCHSTOP4,32,1.0771992818671500,972
sonarqube.csv,sbs,BATCHSTOP4,1,0.6666666666666670,1933
sonarqube.csv,sbs,BATCHSTOP4,2,0.6666666666666670,1933
sonarqube.csv,sbs,BATCHSTOP4,4,0.6666666666666670,1933
sonarqube.csv,sbs,BATCHSTOP4,8,0.6666666666666670,1933
sonarqube.csv,sbs,BATCHSTOP4,16,0.6666666666666670,1933
sonarqube.csv,sbs,BATCHSTOP4,32,0.6666666666666670,1933
loomio.csv,sbs,BATCHSTOP4,1,6.829268292682930,386
loomio.csv,sbs,BATCHSTOP4,2,6.829268292682930,386
loomio.csv,sbs,BATCHSTOP4,4,6.829268292682930,386
loomio.csv,sbs,BATCHSTOP4,8,6.829268292682930,386
loomio.csv,sbs,BATCHSTOP4,16,6.829268292682930,386
loomio.csv,sbs,BATCHSTOP4,32,6.829268292682930,386
fog.csv,sbs,BATCHSTOP4,1,2.849002849002850,2213
fog.csv,sbs,BATCHSTOP4,2,2.849002849002850,2213
fog.csv,sbs,BATCHSTOP4,4,2.849002849002850,2213
fog.csv,sbs,BATCHSTOP4,8,2.849002849002850,2213
fog.csv,sbs,BATCHSTOP4,16,2.849002849002850,2213
fog.csv,sbs,BATCHSTOP4,32,2.849002849002850,2213
puppet.csv,sbs,BATCHSTOP4,1,0.0,72
puppet.csv,sbs,BATCHSTOP4,2,0.0,72
puppet.csv,sbs,BATCHSTOP4,4,0.0,72
puppet.csv,sbs,BATCHSTOP4,8,0.0,72
puppet.csv,sbs,BATCHSTOP4,16,0.0,72
puppet.csv,sbs,BATCHSTOP4,32,0.0,72
concerto.csv,sbs,BATCHSTOP4,1,0.3448275862068970,1575
concerto.csv,sbs,BATCHSTOP4,2,0.3448275862068970,1575
concerto.csv,sbs,BATCHSTOP4,4,0.3448275862068970,1575
concerto.csv,sbs,BATCHSTOP4,8,0.3448275862068970,1575
concerto.csv,sbs,BATCHSTOP4,16,0.3448275862068970,1575
concerto.csv,sbs,BATCHSTOP4,32,0.3448275862068970,1575
sufia.csv,sbs,BATCHSTOP4,1,0.0,5
sufia.csv,sbs,BATCHSTOP4,2,0.0,5
sufia.csv,sbs,BATCHSTOP4,4,0.0,5
sufia.csv,sbs,BATCHSTOP4,8,0.0,5
sufia.csv,sbs,BATCHSTOP4,16,0.0,5
sufia.csv,sbs,BATCHSTOP4,32,0.0,5
geoserver.csv,sbs,BATCHSTOP4,1,6.5476190476190500,633
geoserver.csv,sbs,BATCHSTOP4,2,6.5476190476190500,633
geoserver.csv,sbs,BATCHSTOP4,4,6.5476190476190500,633
geoserver.csv,sbs,BATCHSTOP4,8,6.5476190476190500,633
geoserver.csv,sbs,BATCHSTOP4,16,6.5476190476190500,633
geoserver.csv,sbs,BATCHSTOP4,32,6.5476190476190500,633
orbeon-forms.csv,sbs,BATCHSTOP4,1,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCHSTOP4,2,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCHSTOP4,4,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCHSTOP4,8,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCHSTOP4,16,2.1459227467811200,629
orbeon-forms.csv,sbs,BATCHSTOP4,32,2.1459227467811200,629
graylog2-server.csv,sbs,BATCHSTOP4,1,0.49875311720698300,464
graylog2-server.csv,sbs,BATCHSTOP4,2,0.49875311720698300,464
graylog2-server.csv,sbs,BATCHSTOP4,4,0.49875311720698300,464
graylog2-server.csv,sbs,BATCHSTOP4,8,0.49875311720698300,464
graylog2-server.csv,sbs,BATCHSTOP4,16,0.49875311720698300,464
graylog2-server.csv,sbs,BATCHSTOP4,32,0.49875311720698300,464
