batch_num,total_builds,batch_builds
2324,2553,1
2328,2554,1
2332,2555,1
2336,2560,5
2340,2561,1
2344,2566,5
2348,2567,1
2352,2568,1
2356,2569,1
2360,2574,5
2364,2579,5
2368,2584,5
2372,2589,5
2376,2594,5
2380,2595,1
2384,2596,1
2388,2601,5
2392,2606,5
2396,2611,5
2400,2616,5
2404,2621,5
2408,2626,5
2412,2631,5
2416,2636,5
2420,2641,5
2424,2642,1
2428,2647,5
2432,2652,5
2436,2657,5
2440,2662,5
2444,2667,5
2448,2672,5
2452,2677,5
2456,2682,5
2460,2687,5
2464,2692,5
2468,2697,5
2472,2698,1
2476,2699,1
2480,2704,5
2484,2708,4
