version,project,method,algorithm,batch_size,builds_reqd,batch_delays,sbs_delays,confidence
6,gradle.csv,ssr,BATCH4,4,15.735294342041016,345.0,166,11
6,gradle.csv,ssr,BATCHBISECT,1,51.47058868408203,0.0,42,2
6,gradle.csv,ssr,BATCHBISECT,2,23.382352828979492,125.0,89,5
6,gradle.csv,ssr,BATCHBISECT,4,16.323530197143555,345.0,166,11
6,gradle.csv,ssr,BATCHBISECT,8,16.323530197143555,953.0,286,18
6,gradle.csv,ssr,BATCHBISECT,16,27.205883026123047,3295.0,177,19
6,gradle.csv,ssr,BATCHSTOP4,4,15.735294342041016,345.0,166,11
6,gradle.csv,ssr,BATCHSTOP4,8,16.02941131591797,953.0,286,18
6,gradle.csv,ssr,BATCHSTOP4,16,27.205883026123047,3295.0,177,19
7,gradle.csv,ssr,BATCH4,4,12.941176414489746,60.0,21,19
7,gradle.csv,ssr,BATCHBISECT,1,25.882352828979492,0.0,14,4
7,gradle.csv,ssr,BATCHBISECT,2,12.941176414489746,18.0,28,9
7,gradle.csv,ssr,BATCHBISECT,4,12.941176414489746,60.0,21,19
7,gradle.csv,ssr,BATCHBISECT,8,8.235294342041016,197.0,48,17
7,gradle.csv,ssr,BATCHBISECT,16,20.0,691.0,34,20
7,gradle.csv,ssr,BATCHSTOP4,4,12.941176414489746,60.0,21,19
7,gradle.csv,ssr,BATCHSTOP4,8,8.235294342041016,197.0,48,17
7,gradle.csv,ssr,BATCHSTOP4,16,20.0,691.0,34,20
8,gradle.csv,ssr,BATCH4,4,4.761904716491699,6.0,9,9
8,gradle.csv,ssr,BATCHBISECT,1,9.523809432983398,0.0,6,9
8,gradle.csv,ssr,BATCHBISECT,2,4.761904716491699,1.0,10,10
8,gradle.csv,ssr,BATCHBISECT,4,4.761904716491699,6.0,9,9
8,gradle.csv,ssr,BATCHBISECT,8,4.761904716491699,1.0,21,20
8,gradle.csv,ssr,BATCHBISECT,16,4.761904716491699,1.0,21,20
8,gradle.csv,ssr,BATCHSTOP4,4,4.761904716491699,6.0,9,9
8,gradle.csv,ssr,BATCHSTOP4,8,4.761904716491699,1.0,21,20
8,gradle.csv,ssr,BATCHSTOP4,16,4.761904716491699,1.0,21,20
9,gradle.csv,ssr,BATCH4,4,38.88888931274414,18.0,2,3
9,gradle.csv,ssr,BATCHBISECT,1,11.11111068725586,0.0,7,11
9,gradle.csv,ssr,BATCHBISECT,2,22.22222137451172,2.0,7,9
9,gradle.csv,ssr,BATCHBISECT,4,38.88888931274414,18.0,2,3
9,gradle.csv,ssr,BATCHBISECT,8,72.22222137451172,49.0,0,4
9,gradle.csv,ssr,BATCHBISECT,16,66.66666412353516,78.0,0,6
9,gradle.csv,ssr,BATCHSTOP4,4,38.88888931274414,18.0,2,3
9,gradle.csv,ssr,BATCHSTOP4,8,72.22222137451172,49.0,0,4
9,gradle.csv,ssr,BATCHSTOP4,16,66.66666412353516,78.0,0,6
10,gradle.csv,ssr,BATCH4,4,0.0,0.0,20,9
10,gradle.csv,ssr,BATCHBISECT,1,11.11111068725586,0.0,12,5
10,gradle.csv,ssr,BATCHBISECT,2,0.0,0.0,20,9
10,gradle.csv,ssr,BATCHBISECT,4,0.0,0.0,20,9
10,gradle.csv,ssr,BATCHBISECT,8,0.0,0.0,20,9
10,gradle.csv,ssr,BATCHBISECT,16,0.0,0.0,20,9
10,gradle.csv,ssr,BATCHSTOP4,4,0.0,0.0,20,9
10,gradle.csv,ssr,BATCHSTOP4,8,0.0,0.0,20,9
10,gradle.csv,ssr,BATCHSTOP4,16,0.0,0.0,20,9
