,Unnamed: 0,project,algorithm,batch_size,builds_reqd,median_delay,testall_size,sum_delay,method,confidence
100,100,concerto.csv.csv,BATCHSTOP4,8,20.692432403564453,4.0,1242,,tr,18.0
101,101,concerto.csv.csv,BATCHSTOP4,16,25.36231803894043,8.0,1242,,tr,19.0
103,103,concerto.csv.csv,BATCHBISECT,1,7.890499114990234,0.0,1242,,tr,20.0
104,104,concerto.csv.csv,BATCHBISECT,2,12.3993558883667,1.0,1242,,tr,19.0
105,105,concerto.csv.csv,BATCHBISECT,4,16.988727569580078,2.0,1242,,tr,20.0
106,106,concerto.csv.csv,BATCHBISECT,8,21.17552375793457,4.0,1242,,tr,18.0
107,107,concerto.csv.csv,BATCHBISECT,16,25.68437957763672,8.0,1242,,tr,19.0
109,109,heroku.csv.csv,BATCHSTOP4,8,43.022220611572266,4.0,1125,,tr,20.0
110,110,heroku.csv.csv,BATCHSTOP4,16,50.400001525878906,8.0,1125,,tr,20.0
112,112,heroku.csv.csv,BATCHBISECT,1,16.799999237060547,0.0,1125,,tr,20.0
113,113,heroku.csv.csv,BATCHBISECT,2,28.35555648803711,1.0,1125,,tr,19.0
