,builds,group
119,28.489042675893888,mlci_BS4_builds
120,74.69135802469135,baseline_B4_builds
121,45.25182622068435,baseline_B4_builds
122,45.97423510466989,baseline_B4_builds
123,83.73015873015873,baseline_B4_builds
124,99.4910941475827,baseline_B4_builds
125,44.54828660436137,baseline_B4_builds
126,34.99562554680665,baseline_B4_builds
127,53.333333333333336,baseline_B4_builds
128,108.40599150458306,baseline_B4_builds
129,73.4848484848485,baseline_B4_builds
130,37.4756335282651,baseline_B4_builds
131,43.51851851851852,baseline_B4_builds
132,69.3572496263079,baseline_B4_builds
133,80.08547008547009,baseline_B4_builds
134,35.30338849487786,baseline_B4_builds
135,72.79874213836477,baseline_B4_builds
136,84.87782388197326,baseline_B4_builds
137,56.60818713450293,baseline_B4_builds
138,51.79738562091503,baseline_B4_builds
139,39.551897576588935,baseline_B4_builds
140,80.40123456790123,baseline_BB_builds
141,42.86812764321415,baseline_BB_builds
142,44.12238325281803,baseline_BB_builds
143,93.91534391534393,baseline_BB_builds
144,108.2273112807464,baseline_BB_builds
145,40.965732087227416,baseline_BB_builds
146,23.79702537182852,baseline_BB_builds
147,55.644444444444446,baseline_BB_builds
148,121.37268052761011,baseline_BB_builds
149,82.82828282828282,baseline_BB_builds
150,28.971734892787524,baseline_BB_builds
151,40.883190883190885,baseline_BB_builds
152,76.3328350772297,baseline_BB_builds
153,96.83760683760684,baseline_BB_builds
154,25.13790386130812,baseline_BB_builds
155,82.9664570230608,baseline_BB_builds
156,92.07007837713232,baseline_BB_builds
157,60.23391812865496,baseline_BB_builds
158,53.51307189542484,baseline_BB_builds
159,33.83630544124371,baseline_BB_builds
160,80.0925925925926,baseline_BS4_builds
161,38.63898500576701,baseline_BS4_builds
162,42.190016103059584,baseline_BS4_builds
163,89.74867724867725,baseline_BS4_builds
164,108.48176420695503,baseline_BS4_builds
165,39.51194184839045,baseline_BS4_builds
166,22.747156605424323,baseline_BS4_builds
167,51.37777777777778,baseline_BS4_builds
168,119.27118265146434,baseline_BS4_builds
169,78.03030303030302,baseline_BS4_builds
170,28.435672514619885,baseline_BS4_builds
171,39.458689458689456,baseline_BS4_builds
172,72.34678624813154,baseline_BS4_builds
173,82.82051282051282,baseline_BS4_builds
174,24.50748620961387,baseline_BS4_builds
175,76.75576519916143,baseline_BS4_builds
176,90.96357768556938,baseline_BS4_builds
177,56.72514619883041,baseline_BS4_builds
178,49.75490196078432,baseline_BS4_builds
179,30.818472793781435,baseline_BS4_builds
180,11.265432098765432,baseline_SBS_builds
181,16.955017301038062,baseline_SBS_builds
182,3.864734299516908,baseline_SBS_builds
183,26.58730158730159,baseline_SBS_builds
184,62.00169635284139,baseline_SBS_builds
185,0.8826583592938733,baseline_SBS_builds
186,1.2248468941382329,baseline_SBS_builds
187,14.577777777777778,baseline_SBS_builds
188,79.32036664431031,baseline_SBS_builds
189,17.2979797979798,baseline_SBS_builds
190,1.023391812865497,baseline_SBS_builds
191,3.490028490028491,baseline_SBS_builds
192,16.542102640757346,baseline_SBS_builds
193,64.44444444444444,baseline_SBS_builds
194,1.7336485421591803,baseline_SBS_builds
195,24.10901467505241,baseline_SBS_builds
196,30.751498386353152,baseline_SBS_builds
197,8.187134502923977,baseline_SBS_builds
198,4.411764705882353,baseline_SBS_builds
199,2.377686328303612,baseline_SBS_builds
